106496	12
77829	8
77828	8
106503	10
77830	8
106505	10
102410	0
106506	10
110602	7
106509	10
106510	10
106517	0
110613	13
106519	10
110615	13
110614	13
110616	13
102427	12
98330	7
106522	10
98333	6
102429	12
106525	10
102428	12
106524	10
102431	12
98334	7
102433	12
98336	7
102432	12
106531	10
102434	12
102437	12
106533	10
102436	12
98343	7
106535	10
102438	12
106534	10
102441	12
98344	7
102440	12
106536	13
102442	12
106538	10
110634	14
102445	12
106541	10
110637	13
102444	12
106543	10
102446	12
106542	10
106544	10
106546	10
106548	13
98362	10
106557	10
106559	10
106561	0
106563	10
106562	10
106565	10
106564	10
106566	10
106569	10
106568	10
90186	10
106574	13
106579	10
106581	10
106580	10
110676	18
106583	10
106582	10
110678	13
110685	13
110684	13
106591	13
106595	13
106594	13
102503	10
106599	13
102502	10
102505	9
106601	13
106603	13
102506	10
106602	13
102509	10
102508	10
102522	10
102527	10
102529	10
102528	10
102531	10
110722	13
106631	13
106630	13
106633	13
106632	13
106635	13
106634	13
110753	7
82080	10
110755	7
110754	7
106662	13
106667	13
106669	13
106668	13
110769	21
110774	21
102585	12
106683	10
110779	0
110781	11
110780	11
110783	11
110782	17
110785	11
110784	17
110786	11
110789	9
110791	9
106697	13
110793	9
110795	9
110794	9
110797	12
106700	13
106703	13
110799	12
110798	12
106704	13
110803	10
73949	10
73948	10
73951	10
106718	12
102626	12
94437	10
102629	12
110821	10
94439	10
102630	10
110822	10
94440	10
90347	0
110827	10
110829	10
110828	10
110835	10
110841	10
110840	10
110843	10
110842	10
110845	10
102655	12
102654	12
102656	12
106755	13
110851	13
106757	13
110853	13
106756	13
110852	13
86279	7
106758	13
98569	14
98568	14
106766	10
106769	10
106768	10
106771	10
110867	10
106770	10
110866	10
106773	10
110869	10
110868	10
78103	14
106775	10
106774	10
110870	10
110873	8
78104	14
106776	10
110872	10
110875	7
110874	10
94493	14
110876	7
106783	0
106784	10
106786	10
82217	10
110889	14
82218	10
82221	10
82220	10
82223	10
82222	10
90417	10
82227	10
90419	10
102707	12
82229	10
102709	12
102708	12
82231	10
90422	10
102710	12
90426	10
110906	10
102717	12
82236	10
102716	12
110908	10
82238	10
102718	12
110910	10
110913	10
82240	10
110912	10
102723	12
102722	12
102724	12
102727	12
102726	12
110918	10
102729	12
102728	12
110922	10
110924	10
102735	12
110927	8
102734	12
102736	12
110928	10
102739	12
102741	12
110933	10
102740	12
110937	10
110939	10
110940	10
110945	10
110947	10
110946	10
110953	13
110955	13
110954	13
110957	13
110956	13
110959	13
110958	13
110960	13
33139	0
33140	0
110965	14
110967	14
110966	14
110969	14
110971	14
110970	14
110973	14
110972	14
110975	23
110974	23
110977	23
110976	23
110979	23
110985	10
110984	7
110987	7
110986	7
110989	10
110988	7
110993	10
110996	1
98711	14
110999	1
111000	1
111005	1
106911	13
111007	1
106913	13
111009	1
106912	13
111008	1
106915	13
106914	13
106917	13
106916	13
106918	13
111014	1
111017	10
106923	13
111019	10
111018	10
106925	13
111021	10
106924	13
111020	10
106927	13
111023	10
106926	13
111022	10
106929	13
111025	10
106928	13
111024	10
111027	10
106930	13
111026	10
111029	10
111028	10
111031	10
111030	10
111033	10
111032	10
111035	10
111034	10
111037	10
111036	10
111039	10
111038	10
111041	10
111040	10
111043	10
111042	10
111045	10
111044	10
111047	10
111046	10
111049	10
111048	10
90571	7
111051	12
111053	12
111052	12
111055	7
111057	7
111056	7
111061	7
111060	7
111062	7
106975	10
111071	13
106974	10
111070	13
111073	13
106976	10
111072	13
111075	13
111074	13
111077	13
111076	13
111079	12
111081	12
111080	12
98798	12
106993	12
111101	13
111100	7
111103	13
111102	13
111105	13
111104	7
111107	13
111106	13
111109	13
111108	13
111111	13
111110	13
111113	13
111112	13
111115	13
94730	10
111114	13
111117	7
111116	7
111119	7
111118	7
102929	23
111121	15
102928	23
102931	23
102933	23
111125	15
102932	23
111124	15
111127	15
90651	7
111133	13
111135	13
111134	13
90657	10
111137	13
90656	10
111136	13
111138	13
90661	10
111141	10
90660	10
111140	10
111143	10
90662	10
111142	10
111145	10
90664	10
111144	10
111149	14
111151	14
111153	14
111152	14
111155	14
111154	14
111157	14
111156	14
111159	10
111158	10
111161	10
111160	10
102971	12
111163	13
111162	13
90685	10
111165	13
90684	10
90687	10
107071	8
111167	10
90686	10
111166	10
107073	10
107072	8
111171	10
107074	8
111170	10
107077	8
107076	8
111172	10
107078	8
107083	8
107082	8
107085	8
107084	8
107087	8
107086	8
111187	10
111186	10
111189	10
111190	10
111211	8
82538	14
111213	1
111215	10
111214	10
107121	8
111217	10
111216	10
107123	8
107122	8
111218	10
111221	10
107124	8
111220	13
107127	8
107126	8
111222	10
111225	10
111224	10
111227	7
111226	10
107133	8
111229	7
111228	12
107135	8
111231	7
107134	8
111230	1
107137	8
111233	7
107136	8
111232	11
111235	10
107138	8
111234	1
111237	1
111236	1
111239	11
111238	7
111241	11
111243	11
111242	11
111245	11
111244	10
111247	11
111246	10
111249	11
111248	11
107154	18
111250	11
107157	18
107156	18
107159	0
107160	18
107162	10
107165	10
111261	10
107164	10
111260	10
107167	10
107166	8
111262	10
107169	8
107168	8
107173	8
111269	11
111271	11
111270	11
111272	0
107191	10
107190	10
107192	10
111293	1
111295	7
111294	1
111297	10
111299	10
111298	10
111301	10
111300	10
111303	1
111302	1
111305	1
111304	1
111317	14
111316	14
111319	14
111321	11
111320	11
111323	0
111322	11
111325	14
90844	7
111324	11
111327	6
111326	11
111330	15
111333	11
111332	11
111335	15
111334	15
111337	11
111336	15
111339	11
107242	12
111338	11
111343	7
111345	12
111347	12
111346	12
111348	12
111354	1
111356	1
111359	1
111358	1
111361	1
111360	1
111370	2
107281	14
107280	14
111381	13
111380	13
111385	6
111387	15
111386	15
111389	15
111388	15
111390	15
111394	2
111397	2
111396	2
111399	18
111398	2
111400	15
111405	18
111406	18
111409	18
17219	1
17220	1
17223	1
17224	1
107337	8
17225	1
107339	8
111437	13
107340	8
107343	8
111439	13
107342	8
111438	13
111441	8
111440	8
111443	8
111442	8
111445	12
95060	1
111447	12
111449	12
111448	12
111455	12
111454	12
111456	12
111463	10
111462	10
111465	9
111464	10
111467	18
111469	18
111471	7
111470	7
111473	7
111472	7
111475	7
111474	7
111477	7
111476	7
111479	13
111478	13
111481	7
111480	7
111483	10
111482	7
111485	10
111484	7
17278	16
111487	7
17279	16
111486	10
17280	16
111489	10
111488	10
111490	7
111493	10
111492	10
17286	21
111494	10
111497	10
111496	10
17290	21
111499	10
111498	10
111501	10
111500	10
111503	10
111502	10
111504	10
95122	10
99221	10
111510	7
111515	7
17309	21
99228	10
111516	7
17310	1
111523	10
111525	10
111524	10
111527	10
111526	10
111529	14
111528	10
111531	12
111533	12
111532	12
111535	13
111537	13
111536	13
111539	0
111538	13
111543	13
111542	13
111545	13
107448	10
111547	0
111546	13
111549	18
107452	7
111548	0
111551	7
111550	7
111553	7
111552	7
103364	10
107462	7
107466	7
107469	7
107470	7
111569	12
111571	14
111573	14
111577	12
111576	8
103387	10
111579	12
103386	10
111578	12
103389	10
111581	12
103388	10
111583	12
99297	10
111584	12
99299	10
111587	10
99298	10
111586	13
99301	10
103397	10
111589	13
99300	10
103396	10
111588	13
99303	10
103399	10
111591	13
103398	10
111590	10
99305	10
111593	10
103400	10
111592	10
99307	10
103403	10
111595	10
99306	10
111594	10
99309	10
111597	10
111596	10
111599	10
103406	10
111598	10
111601	10
99312	10
111600	10
111603	10
111602	10
111604	13
107511	9
111607	13
107512	9
107514	9
111613	1
111612	1
103423	14
111615	1
111614	1
103425	14
111616	1
107525	14
111621	10
103428	10
111620	13
111623	10
111622	10
107529	18
111625	13
111624	10
111628	7
111631	7
111630	7
111632	7
111637	10
99351	10
111639	10
111638	9
111641	10
111640	10
111643	10
111642	10
111645	10
99356	0
111644	10
111646	7
111648	10
111657	13
111656	13
111658	13
111665	13
107568	7
111667	8
107570	7
111666	8
107573	7
111669	8
107572	7
111668	8
107575	7
107574	7
111670	8
107577	7
107576	7
111672	18
107578	7
111677	10
111681	10
107584	14
111680	6
111683	6
99397	7
111685	6
99396	7
111684	10
111687	6
111686	10
107593	14
111689	10
111688	6
111691	6
111690	6
111693	6
111692	6
107599	8
107598	8
107601	12
111697	13
103504	14
111696	1
107603	12
103506	14
107602	12
111698	1
111703	13
111705	13
107608	7
111704	13
111706	13
107613	7
107612	10
107615	7
107614	7
107617	7
111713	10
111712	10
111715	10
111714	10
111717	18
111716	10
111719	18
111718	18
111721	18
111720	18
111723	18
111722	18
111725	18
111724	18
111727	18
111726	18
111729	18
111728	18
111731	18
111730	18
111733	18
111732	18
111735	18
111734	18
111737	18
111736	18
107649	7
107648	7
107651	7
107650	7
111749	6
103556	14
111751	6
111750	6
111753	6
111752	6
111757	6
111763	14
111762	1
111765	14
111764	1
111767	14
111766	14
111769	1
111768	14
111770	1
111773	1
111772	1
111775	1
111776	1
111778	11
111783	10
111782	10
111785	10
111784	10
111787	18
111786	10
111789	18
111788	18
111791	10
111790	10
111793	10
111792	10
111795	10
111794	10
111797	0
111796	10
111799	10
111798	10
111801	10
111800	10
111803	10
111802	13
107709	0
111804	10
107717	7
107716	7
111815	10
107718	7
111817	10
111816	10
111819	10
111818	10
111821	10
111823	10
111822	10
111825	10
111824	10
111827	10
111826	10
107733	10
111829	12
111831	12
111830	12
111833	16
111832	16
111837	13
107740	12
111836	13
111839	13
111838	13
111841	13
111840	13
99555	6
107747	0
111843	13
99554	6
111842	13
99557	6
111845	7
107748	10
111844	7
99559	6
99558	6
107753	10
107752	7
103659	14
107755	21
111851	7
107754	21
111850	7
107756	21
107759	10
111855	7
111854	7
111861	7
107764	10
107767	10
111863	10
111862	10
107768	10
107771	1
107770	10
107772	10
107774	1
107777	1
111873	7
107776	1
111877	11
111876	11
111879	11
111878	11
111881	13
111883	13
111882	13
99597	6
